AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1290.7,1277.0,1269.1,1284.6,1299.7,1421.4,1421.8,323.8,,,,,,
Current_Liabilities,285.5,271.7,252.4,248.3,231.7,223.3,201.4,172.8,,,,,,
Diluted_EPS,-0.147,-0.192,-0.202,-0.245,-0.176,-0.273,-9.016,,,,,,,
Goodwill_Intangibles,6.2,6.5,6.8,7.0,7.5,8.1,9.2,10.3,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,137.7,133.2,128.8,121.4,114.6,105.5,96.6,88.3,80.6,73.0,66.2,56.5,54.0,50.7
Shares_Diluted,290.133,288.574,286.697,284.761,278.186,273.2944,263.1171,,,,,,,
Total_Assets,1390.8,1380.2,1363.1,1378.3,1390.7,1482.8,1487.5,379.8,,,,,,
Total_Liabilities,340.4,328.4,303.1,298.7,279.5,244.8,219.6,191.7,,,,,,
