AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,738.5,781.3,809.3,722.0,308.5,,,,
Current_Liabilities,97.8,86.0,84.7,56.8,64.3,,,,
Diluted_EPS,,-0.359,-0.292,-0.159,-0.206,-0.053,-0.252,-0.234,-0.07
Goodwill_Intangibles,50.9,51.1,51.8,52.5,55.3,,,,
Inventory,0.2,0.2,0.5,0.4,0.2,,,,
LT_Debt,6.3,6.5,6.9,5.1,4.9,0.0,0.0,0.0,0.0
Revenue,10.2,7.8,8.8,8.7,5.1,21.8,6.9,12.0,5.5
Shares_Diluted,,122.674,121.8998,120.8865,120.8865,118.3101,,,
Total_Assets,834.8,866.3,891.6,795.1,383.5,,,,
Total_Liabilities,200.6,202.3,205.2,91.7,93.5,,,,
