AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,11.4,10.7,10.6,10.0,8.3,0.1,0.1,
Current_Liabilities,9.4,7.8,8.8,6.2,4.9,0.7,0.6,
Diluted_EPS,-0.101,-0.137,-0.076,-0.115,-0.034,-0.024,-0.119,-0.02
Goodwill_Intangibles,28.2,22.2,22.7,23.2,20.9,,,
Inventory,,,,,,0.1,0.1,
LT_Debt,7.7,7.7,7.6,8.0,10.5,0.3,0.3,0.0
Revenue,9.9,10.0,11.1,11.1,10.0,9.5,7.4,4.2
Shares_Diluted,43.0651,41.6994,41.5393,41.5131,41.5131,,,
Total_Assets,40.0,33.0,33.6,33.4,30.3,0.2,0.2,
Total_Liabilities,17.1,15.5,16.4,14.3,15.3,1.0,0.9,
