AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,10158.0,9879.0,9740.0,9276.0,9602.0,11407.0,11300.0,8754.0,8328.0,8524.0,9334.0,8053.0,5968.0,,,,
Current_Liabilities,5958.0,6032.0,6013.0,5546.0,5531.0,6627.0,6068.0,5604.0,5138.0,5110.0,5182.0,4789.0,4451.0,,,,
Diluted_EPS,0.438,0.317,1.532,0.664,1.578,0.365,0.526,0.547,0.432,0.991,0.841,0.3,0.111,0.508,0.568,0.905,0.462
Goodwill_Intangibles,11274.0,11319.0,10930.0,9525.0,9776.0,9858.0,9718.0,11350.0,11079.0,11176.0,10930.0,10759.0,10662.0,,,,
Inventory,2803.0,2640.0,2664.0,2350.0,2358.0,1970.0,1926.0,1885.0,1854.0,1629.0,1581.0,1639.0,1556.0,,,,
LT_Debt,8708.0,8702.0,8670.0,8298.0,8305.0,9513.0,9558.0,9600.0,9577.0,10036.0,11751.0,11728.0,11029.0,0.0,0.0,0.0,0.0
Revenue,5273.0,5105.0,5451.0,5211.0,4654.0,5133.0,5341.0,5440.0,4699.0,4594.0,5002.0,3972.0,3888.0,4501.0,4822.0,4962.0,4323.0
Shares_Diluted,852.2,851.9,856.5,862.7,874.1,888.5,892.0,890.9,889.8,892.2,881.5,870.9,866.2234,,,,
Total_Assets,26411.0,26086.0,25350.0,23662.0,24193.0,26172.0,25788.0,25738.0,24868.0,25093.0,25728.0,24176.0,22001.0,,,,
Total_Liabilities,18277.0,18328.0,18198.0,16966.0,17092.0,19405.0,18888.0,18982.0,18379.0,18841.0,20632.0,20148.0,19304.0,,,,
