AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,272.3,212.6,306.6,402.7,410.4,483.5,538.5,99.0
Current_Liabilities,119.0,144.3,162.3,204.6,100.6,101.3,71.4,71.0
Diluted_EPS,-3.04,-26.336,-6.724,-8.378,-10.385,-5.211,5.136,-6.449
Goodwill_Intangibles,183.1,186.7,371.6,374.8,,,,
Inventory,12.3,13.7,44.2,41.6,36.3,33.5,31.2,29.1
LT_Debt,24.3,21.8,27.9,28.3,28.8,29.4,11.0,18.0
Revenue,43.1,61.4,83.2,36.2,53.9,57.8,43.2,47.0
Shares_Diluted,20.0619,11.7241,11.5372,10.2339,7.4044,7.7585,6.373,7.1576
Total_Assets,545.3,490.9,829.0,933.3,517.7,554.1,603.4,175.5
Total_Liabilities,216.8,237.2,267.7,296.0,188.2,166.0,212.1,406.0
