AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,27.1,38.2,63.6,45.1,60.3,67.5,89.8,104.6,107.2,110.9,85.0,61.7,10.3,4.0,2.4,4.8,9.6,14.0,16.3,16.3
Current_Liabilities,22.3,27.8,32.2,30.4,8.3,8.3,8.1,6.6,6.1,6.1,5.0,5.2,6.2,4.7,4.9,3.5,4.0,4.4,5.0,2.0
Diluted_EPS,-0.553,-3.421,-2.05,-1.954,-1.421,-1.37,-1.033,0.006,-0.036,-0.044,-0.047,-0.033,-0.059,-0.688,-0.207,-0.2289999999999999,-0.223,-0.243,-0.249,-0.38
Goodwill_Intangibles,5.4,5.4,6.0,4.9,4.9,5.0,5.2,1.0,1.1,1.2,1.2,1.1,1.2,1.2,1.3,1.4,1.4,1.5,1.6,1.6
Inventory,,,,3.9,3.3,2.0,0.6,0.0,0.4,1.1,0.8,0.8,,,,,,,,0.0
LT_Debt,0.7,0.8,0.6,0.0,22.2,22.1,31.7,31.8,31.8,32.0,32.2,32.3,32.1,32.2,32.2,24.7,24.7,24.8,24.8,24.9
Revenue,,0.0,0.0,0.1,1.8,0.0,0.1,0.5,0.8,0.7,0.4,1.1,0.1,0.3,0.1,0.8,0.5,0.7,0.0,0.1
Shares_Diluted,13.184,9.807,8.842,8.7257,8.719,8.715,8.715,8.68,215.539,188.087,162.442,110.126,79.917,36.917,21.923,19.913,19.224,18.688,17.894000000000005,11.7821
Total_Assets,44.4,51.8,84.6,99.4,115.4,126.4,143.7,147.0,142.7,145.4,117.3,94.2,42.2,36.4,35.2,30.6,35.7,40.3,42.9,43.1
Total_Liabilities,27.0,33.0,36.2,35.9,36.0,35.9,43.2,38.4,37.9,38.1,37.2,37.6,38.3,36.9,37.1,28.1,28.8,29.2,29.9,26.9
