AAII_QTR_DATA,04/02/2023,12/31/2022,10/02/2022,07/03/2022,04/03/2022,12/31/2021,09/26/2021,06/30/2021,06/27/2021,03/31/2021,03/28/2021,12/31/2020,09/30/2020,09/27/2020,03/28/2020
Current_Assets,324.2,325.0,325.3,320.5,314.3,291.7,282.6,1.0,,1.3,275.8,,0.2,,
Current_Liabilities,95.6,101.3,96.4,90.8,96.8,91.8,101.6,41.5,,29.0,98.2,,0.1,,
Diluted_EPS,0.036,-0.132,0.27,0.346,0.145,-0.152,-0.256,-0.514,0.196,-0.097,-0.017,0.017,0.0,0.115,0.041
Goodwill_Intangibles,839.4,843.0,845.7,851.5,846.4,849.8,803.7,,,,760.3,,,,
Inventory,229.0,233.6,230.5,214.9,191.1,185.0,164.3,,,,126.2,,,,
LT_Debt,636.2,643.6,635.6,636.8,636.3,637.7,570.4,0.0,0.0,0.0,670.1,0.0,0.0,0.0,0.0
Revenue,172.2,154.2,154.8,179.4,200.1,179.8,159.7,,193.0,,160.3,138.4,,133.3,107.2
Shares_Diluted,117.2448,115.7359,116.9593,117.1146,116.0486,118.0261,118.0261,25.0,,31.25,118.0261,,32.1875,,
Total_Assets,1242.3,1249.6,1257.1,1260.8,1248.7,1193.1,1136.7,251.1,,251.5,1080.7,,0.2,,
Total_Liabilities,821.9,833.7,838.8,876.4,909.2,888.6,816.9,41.5,,29.0,842.3,,0.1,,
