AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1178.4,1409.3,1618.4,1632.0,1578.5,1546.5,,,4.6,,
Current_Liabilities,1164.9,1119.7,1383.9,1222.4,1306.7,1128.1,,,1.5,,
Diluted_EPS,-0.123,-0.03,-0.003,-0.246,-0.177,-0.171,,,-0.322,,
Goodwill_Intangibles,469.5,471.5,475.3,479.5,484.9,432.4,,,0.0,,
Inventory,11.4,11.4,9.9,9.8,16.9,13.9,,,0.0,,
LT_Debt,5184.9,4901.6,4507.8,4547.1,4119.4,3920.6,0.0,0.0,0.0,0.0,0.0
Revenue,159.0,236.1,267.6,180.4,143.6,392.4,,,0.0,,
Shares_Diluted,393.8934,392.2586,398.076,171.6775,435.6413,435.6413,,,34.0928,,
Total_Assets,8220.2,7994.1,7901.4,7741.0,7426.8,7103.2,,,349.6,,
Total_Liabilities,6913.6,6634.4,6462.0,6311.5,5972.7,5657.0,,,45.8,,
