AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,82.9,77.3,73.3,75.0,76.4,68.2,60.9,64.4,60.6,57.3,57.6,58.4,62.7,59.0,51.1
Current_Liabilities,26.9,25.0,22.6,19.1,24.5,19.2,15.8,17.8,18.4,17.7,15.1,15.4,19.8,14.2,12.6
Diluted_EPS,0.459,0.111,0.108,0.475,0.422,0.048,0.123,0.525,0.177,0.02,-0.005,0.12,0.11199999999999999,-0.086,-0.125
Goodwill_Intangibles,13.7,13.0,13.3,9.1,9.2,9.4,9.5,9.7,9.8,9.8,9.4,9.5,9.7,10.0,10.2
Inventory,16.5,13.9,16.1,13.3,14.7,11.7,9.1,7.9,8.8,8.3,8.7,7.1,9.5,8.5,8.8
LT_Debt,1.8,2.0,2.0,2.0,2.0,3.1,0.0,1.0,1.0,1.0,1.0,1.1,1.1,0.8,0.8
Revenue,46.5,39.6,36.4,43.9,44.2,33.8,34.7,45.8,35.6,32.3,24.5,30.2,30.0,29.7,24.4
Shares_Diluted,9.1201,9.1222,9.2236,9.2566,9.2581,9.2544,9.4824,9.6207,9.6738,9.3248,9.3776,9.3887,9.3887,9.3887,9.3908
Total_Assets,122.0,116.2,114.1,110.9,111.8,103.1,91.8,96.1,94.3,91.9,88.3,89.0,92.7,80.4,80.4
Total_Liabilities,41.6,39.8,38.4,35.1,40.1,35.1,24.7,28.1,30.1,29.2,25.0,25.0,29.3,17.6,16.3
