AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,261.4,327.8,374.3,489.2,557.9,594.4,111.0,,,
Current_Liabilities,12.6,20.7,15.2,13.6,6.5,8.4,4.5,,,
Diluted_EPS,-0.108,-0.003,-0.071,0.078,-0.06,1.762,-0.331,-0.526,-0.018,-0.02
Goodwill_Intangibles,1.2,1.1,0.9,0.8,0.7,0.6,0.4,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.6,0.6,0.5,0.2,0.2,0.0,0.6,0.0,0.0,0.0
Revenue,3.8,4.2,2.8,2.6,2.2,1.0,0.6,0.6,0.6,0.9
Shares_Diluted,176.9343,175.9186,175.026,174.7035,172.3957,172.6492,167.558,,,
Total_Assets,572.9,594.4,597.8,608.1,613.5,617.7,124.9,,,
Total_Liabilities,33.4,39.1,44.8,43.1,63.6,59.0,5.5,,,
