AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,112.1,123.7,119.9,122.4,127.2,136.5,128.0,126.9
Current_Liabilities,24.5,33.5,27.4,27.5,25.2,30.8,25.4,26.8
Diluted_EPS,-0.063,0.0,0.048,0.015,-0.074,0.043,0.055,0.058
Goodwill_Intangibles,10.9,10.1,9.4,8.9,8.4,7.9,8.0,7.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.9,4.0,4.6,3.1,5.1,6.0,7.1,8.4
Revenue,26.5,40.0,28.9,28.3,23.8,36.8,27.5,30.3
Shares_Diluted,56.8115,58.921,58.8827,59.4143,60.8864,57.6556,60.6094,58.014
Total_Assets,130.1,141.6,136.7,137.0,140.6,149.8,141.9,140.4
Total_Liabilities,29.5,38.5,32.0,30.6,30.2,36.8,32.5,35.2
