AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,114.0,170.0,221.8,289.8,362.5,356.3,439.3,391.6,179.8,35.6,42.5,10.1,7.5,8.0,27.9,27.8,45.1,143.8
Current_Liabilities,76.9,62.0,85.5,111.0,91.1,44.7,125.7,120.6,13.1,29.7,29.3,30.8,36.8,15.9,35.0,44.8,29.9,111.7
Diluted_EPS,-0.28,-0.076,-0.076,-0.057,-0.389,-0.109,-0.015,-0.017,-0.184,-0.035,-0.148,-0.078,-0.802,-0.107,0.047,0.178,-0.083,-0.097
Goodwill_Intangibles,90.5,147.4,156.5,165.3,58.7,185.7,207.0,137.4,30.9,62.9,61.9,62.4,76.1,92.0,75.1,69.1,3.7,4.5
Inventory,28.2,29.5,23.8,21.9,6.2,3.8,3.6,1.0,,,,,,,,0.0,0.0,0.2
LT_Debt,3.1,2.8,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,6.6,18.6,12.5,12.0,11.3,10.7
Revenue,17.1,24.3,34.2,25.4,26.2,26.6,30.1,29.9,11.1,10.6,4.7,0.4,0.1,3.1,14.5,26.9,15.1,43.7
Shares_Diluted,561.6347,494.0612,497.7925,497.3597,492.348,473.83,433.0983,391.1251,278.0316,237.536,180.0343,157.8596,137.1726,127.6097,112.4614,116.3012,98.8216,74.0635
Total_Assets,242.8,370.3,431.2,504.2,473.4,595.9,693.2,563.5,234.4,138.5,148.0,114.9,126.9,164.8,149.4,146.2,94.2,167.7
Total_Liabilities,100.6,106.3,133.5,164.7,109.1,67.0,157.1,153.1,46.6,70.0,76.7,81.7,92.1,47.7,59.6,71.2,48.7,122.4
