AAII_QTR_DATA,01/31/2021,07/31/2020,01/31/2020,07/31/2019,01/31/2019,07/31/2018,01/31/2018,07/31/2017
Current_Assets,82.5,28.6,23.8,18.1,23.8,38.9,50.2,52.4
Current_Liabilities,37.0,35.9,39.7,44.6,44.8,41.0,65.0,74.9
Diluted_EPS,-0.326,-1.019,-11.678,-37.275,-16.793,-90.001,-57.137,-59.727
Goodwill_Intangibles,16.3,18.8,20.2,23.1,27.0,12.3,9.3,10.5
Inventory,11.8,12.1,16.8,12.8,15.1,17.2,22.2,25.0
LT_Debt,12.6,28.5,26.7,14.0,0.0,0.0,0.0,0.0
Revenue,32.5,24.7,34.3,30.0,39.4,40.5,51.1,42.7
Shares_Diluted,109.3704,12.922,1.5631,0.5501,0.9828,0.2069,0.2296,0.2296
Total_Assets,114.1,64.1,63.2,62.6,54.0,54.1,62.9,65.9
Total_Liabilities,50.5,65.3,67.7,59.7,46.5,42.5,66.9,76.5
