AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,379.3,245.9,462.8,256.4,254.9,236.6,240.0,211.0,261.1
Current_Liabilities,270.6,201.3,329.1,150.2,165.8,160.6,171.5,142.9,264.0
Diluted_EPS,2.501,-0.057,1.128,-0.514,0.469,-0.222,-0.039,-1.812,0.40399999999999997
Goodwill_Intangibles,222.6,227.5,153.6,155.1,156.7,158.2,159.8,322.7,213.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.4,0.4
Revenue,320.6,649.5,367.3,384.8,393.4,731.7,367.8,145.8,343.8
Shares_Diluted,14.1339,13.6968,13.0686,12.9662,13.0044,12.9751,12.9553,12.8661,12.9271
Total_Assets,791.6,654.3,797.1,597.4,620.5,605.8,613.4,569.6,704.0
Total_Liabilities,381.6,288.6,391.6,202.7,223.7,211.4,221.1,181.3,324.9
