AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,53.9,51.9,51.5,52.2,51.4,52.4,54.7,55.2,54.0
Current_Liabilities,21.4,21.0,19.2,21.3,20.2,19.7,22.1,24.1,25.8
Diluted_EPS,-0.145,-0.405,0.077,0.065,-0.847,-0.104,0.166,0.098,0.109
Goodwill_Intangibles,1.1,1.2,3.5,3.5,3.6,10.9,11.3,11.6,11.8
Inventory,10.4,10.1,9.4,10.1,10.8,11.9,11.1,11.7,13.8
LT_Debt,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.6,12.7,19.1,17.9,18.2,15.6,21.6,21.4,23.6
Shares_Diluted,9.727,9.708,9.698,9.664,9.645,9.627,9.691,9.772,9.472000000000001
Total_Assets,65.6,64.3,66.9,67.2,62.8,71.2,74.6,75.3,74.2
Total_Liabilities,27.3,24.9,23.5,25.3,20.9,22.2,24.7,26.8,27.5
