AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,439.3,556.7,536.4,618.5,700.5,678.9,749.2,492.1,634.6,,,,,
Current_Liabilities,165.1,179.6,203.2,182.6,195.8,180.5,180.9,170.8,134.7,,,,,
Diluted_EPS,-0.026,0.05,-0.101,-0.097,-0.142,-0.04,-0.105,-0.136,0.061,0.044,0.072,0.066,0.058,0.029
Goodwill_Intangibles,817.6,802.1,791.4,806.2,741.9,745.6,748.7,757.3,757.9,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,291.1,391.9,393.5,494.2,495.8,497.4,597.0,698.6,700.1,0.0,0.0,0.0,0.0,0.0
Revenue,307.1,310.7,332.4,332.1,320.9,286.8,285.1,260.4,237.7,206.3,196.5,185.6,214.9,204.9
Shares_Diluted,316.4516,315.2005,311.6212,310.575,306.1898,305.7226,241.3511,305.0931,305.0931,,,,,
Total_Assets,1360.7,1461.9,1434.0,1538.4,1545.9,1481.9,1550.6,1298.8,1436.3,,,,,
Total_Liabilities,572.8,683.6,704.4,794.6,811.0,779.9,881.3,983.4,946.9,,,,,
