AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.5,5.2,6.4,4.3,3.1,5.1,6.7,8.5,10.6
Current_Liabilities,0.9,0.8,0.8,1.4,2.2,0.9,0.9,3.9,4.2
Diluted_EPS,-0.441,-0.378,-0.431,-0.715,-1.149,-0.629,0.194,-0.867,-1.085
Goodwill_Intangibles,5.6,5.6,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.3
Shares_Diluted,4.5475,4.5397,4.5247,3.7791,2.983,2.9202,4.496,2.9147,2.8794
Total_Assets,9.2,11.0,12.2,10.1,8.9,10.9,12.4,14.3,16.7
Total_Liabilities,3.3,3.2,2.9,3.5,3.7,2.4,2.4,5.3,5.6
