AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,10181.5,11405.8,8299.4,9418.1,,,,,,,
Current_Liabilities,3616.0,3931.4,3636.9,3408.3,,,,,,,
Diluted_EPS,-2.814,-0.959,-0.759,0.168,,,,-0.124,,,
Goodwill_Intangibles,7353.2,7820.8,7926.1,7950.1,,,,,,,
Inventory,29.3,,,36.6,,,,,,,
LT_Debt,248.9,291.2,352.8,281.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,25736.9,6318.5,7138.3,6242.7,6914.3,6425.5,4614.6,3031.1,6567.0,6430.0,5946.8
Shares_Diluted,2631.986,4723.345,4767.124,4767.124,,,,,,,
Total_Assets,22652.9,23072.3,22989.6,23409.9,,,,,,,
Total_Liabilities,6063.2,6411.7,6160.3,5655.0,,,,,,,
