AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,9.2,12.2,4.8,3.4,2.7,,,
Current_Liabilities,11.4,10.8,25.5,18.8,8.9,,,
Diluted_EPS,-0.695,1.134,-8.623,-15.541,-5.856,-2.921,-2.653,-6.495
Goodwill_Intangibles,0.7,0.6,0.6,0.6,0.6,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.2,2.4,2.7,2.8,3.0,0.0,0.0,0.0
Revenue,4.7,1.2,0.6,0.6,1.2,0.6,0.6,1.2
Shares_Diluted,2.48,0.5613,0.5613,0.5612,0.5612,,,
Total_Assets,13.6,16.8,10.0,8.9,8.4,,,
Total_Liabilities,13.6,15.6,30.5,24.6,15.4,,,
