AAII_QTR_DATA,12/31/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,7.5,30.4,27.9,30.1,39.5,50.3,57.7,33.9,31.5,37.3,,,,,
Current_Liabilities,25.6,27.6,25.5,22.5,25.6,27.1,24.0,29.0,24.6,25.0,,,,,
Diluted_EPS,-4.279,0.018,-0.167,0.066,-0.116,-0.059,-0.177,0.209,-0.06,,,0.299,-0.027,,
Goodwill_Intangibles,9.5,102.3,102.7,103.4,80.8,71.9,71.9,70.9,67.6,66.4,,,,,
Inventory,0.1,1.3,1.3,1.0,1.2,0.7,0.5,0.1,0.4,0.2,,,,,
LT_Debt,0.7,1.1,0.9,1.0,1.3,1.7,1.5,1.4,1.6,6.3,0.0,0.0,0.0,0.0,0.0
Revenue,16.3,7.7,3.7,16.7,11.7,11.9,1.6,18.1,2.7,1.5,0.9,16.5,1.1,4.2,1.0
Shares_Diluted,29.6215,28.9,29.4729,29.5667,29.5667,29.5667,29.5667,29.5667,29.5667,,,,,,
Total_Assets,35.0,159.0,155.7,157.2,158.3,161.5,157.3,124.3,114.0,123.0,,,,,
Total_Liabilities,26.7,29.6,27.4,24.5,27.9,29.9,26.3,31.4,28.1,33.3,,,,,
