AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,799.3,778.6,728.1,683.0,643.1,607.6,566.2,528.8,532.9,626.7,630.3,673.3,650.5,683.6,663.9,659.3
Current_Liabilities,369.2,352.3,336.6,308.3,291.0,274.3,252.4,229.8,219.2,266.1,303.5,296.7,303.7,300.0,296.6,290.5
Diluted_EPS,1.294,1.463,0.964,0.941,0.901,0.942,0.91,0.514,-1.6159999999999999,1.338,1.22,1.229,0.904,1.167,0.8270000000000001,0.838
Goodwill_Intangibles,405.1,415.0,421.8,427.9,434.6,437.4,446.5,445.8,445.6,468.3,476.5,478.9,489.4,493.5,501.2,508.6
Inventory,362.2,308.2,277.6,274.1,250.5,223.1,220.0,239.8,243.6,246.0,244.6,251.4,248.2,249.1,248.0,261.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,39.0,59.1,59.1,131.8,137.4,187.4,187.7,209.9
Revenue,467.6,472.4,413.2,376.1,354.5,339.6,310.8,265.1,244.9,372.3,390.7,371.9,362.4,388.3,395.0,363.1
Shares_Diluted,24.971,24.956,24.8,24.864,24.869,24.84,24.842,24.72,24.564,24.742,25.484,24.491,24.678,24.594,24.671999999999997,24.597
Total_Assets,1637.9,1623.8,1570.9,1492.4,1461.8,1426.1,1397.4,1343.7,1339.0,1455.3,1468.8,1494.4,1489.6,1526.6,1473.4,1497.1
Total_Liabilities,570.0,555.6,538.5,499.9,488.2,467.5,453.0,418.2,439.8,511.5,550.3,612.6,626.9,678.2,648.4,657.2
