AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,294.0,289.5,281.8,286.2,304.0,285.6,268.8,132.0
Current_Liabilities,148.4,253.2,241.6,66.9,83.7,75.7,64.8,56.6
Diluted_EPS,-0.175,0.454,-0.014,-0.073,0.062,0.033,0.095,0.082
Goodwill_Intangibles,689.4,689.1,687.8,687.1,687.1,687.1,687.1,687.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,262.0,146.8,146.6,319.3,318.6,318.0,317.3,171.2
Revenue,73.3,72.4,155.6,78.4,79.2,78.1,75.8,71.3
Shares_Diluted,143.128,158.953,143.052,142.9805,159.934,159.213,164.855,163.9585
Total_Assets,1033.8,1016.4,1006.5,1001.0,1037.9,1018.4,1022.4,885.2
Total_Liabilities,595.6,551.4,616.6,615.1,635.9,624.9,632.1,478.5
