AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,241.2,250.4,259.5,224.5,240.9,268.8,224.5,192.9,169.2,154.9,198.4,223.9,231.9,269.1,374.0,355.4,319.4
Current_Liabilities,175.0,163.3,177.2,123.2,150.1,146.0,123.2,111.1,104.5,97.7,124.7,117.1,110.6,115.8,108.4,92.7,84.3
Diluted_EPS,-0.075,-0.451,-0.094,0.047,0.112,0.096,0.118,0.115,0.147,-0.017,0.117,0.158,0.195,0.208,0.075,0.213,0.136
Goodwill_Intangibles,9.6,42.9,90.8,83.9,89.8,83.7,83.9,83.9,85.9,86.1,93.5,48.7,46.9,5.1,5.0,3.1,1.4
Inventory,0.3,0.3,0.3,0.5,0.3,0.4,0.5,0.6,0.4,0.4,0.4,0.2,0.2,0.2,0.4,0.2,0.2
LT_Debt,22.7,24.1,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,67.9,64.8,43.6,44.0,49.2,34.2,41.1,37.8,31.3,22.8,45.4,45.8,42.6,36.9,36.7,36.7,33.1
Shares_Diluted,102.8781,103.0499,103.0499,103.0499,103.0499,103.0798,103.0499,103.0499,103.0499,103.0499,102.4767,102.179,101.8759,101.7785,101.5786,101.5522,101.5522
Total_Assets,722.3,561.0,661.5,580.4,635.8,613.9,580.4,565.2,553.0,535.0,598.5,563.8,530.8,482.1,470.1,421.5,376.4
Total_Liabilities,517.6,345.5,398.2,282.3,316.4,305.5,282.3,276.6,269.6,266.5,306.7,265.0,255.8,232.2,218.1,160.9,146.4
