AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2098.0,1916.0,2611.0,2994.0,3272.0,3247.0,3690.0,4196.0,3608.0,3345.0,3455.0,3777.0,2194.0,1786.0,1460.0,1469.0,1521.0,1388.0,1507.0
Current_Liabilities,4010.0,3748.0,3903.0,4065.0,4026.0,3417.0,3566.0,3973.0,3131.0,2674.0,2808.0,3985.0,3622.0,2663.0,2759.0,2889.0,2851.0,2525.0,2512.0
Diluted_EPS,-0.586,0.073,0.175,-0.582,-0.796,-0.403,0.405,0.199,-0.781,-1.299,-1.443,-1.178,-0.967,0.5589999999999999,0.632,0.593,0.1369999999999999,0.551,0.161
Goodwill_Intangibles,310.0,298.0,258.0,269.0,274.0,284.0,283.0,264.0,243.0,261.0,,,,102.0,,,,96.0,
Inventory,76.0,87.0,79.0,73.0,68.0,74.0,64.0,59.0,68.0,71.0,70.0,71.0,81.0,81.0,84.0,85.0,86.0,78.0,75.0
LT_Debt,3316.0,3093.0,3235.0,3394.0,3545.0,3651.0,3760.0,3998.0,4619.0,4413.0,4439.0,3430.0,1908.0,1990.0,1320.0,1217.0,1271.0,1361.0,1290.0
Revenue,2328.0,2415.0,2562.0,2445.0,1736.0,1834.0,1972.0,1499.0,733.0,662.0,492.0,215.0,1588.0,2031.0,2086.0,2105.0,1871.0,1968.0,2008.0
Shares_Diluted,327.6,326.9,325.0,323.1,320.5,320.1,321.3,321.5,316.3,287.1,272.4,271.7,277.2,288.2,295.9,301.8,306.9,308.8,310.3
Total_Assets,13227.0,13045.0,13330.0,13543.0,13803.0,13642.0,14069.0,14415.0,13660.0,13406.0,13433.0,14027.0,12340.0,11918.0,11319.0,11236.0,11115.0,10959.0,10147.0
Total_Liabilities,9854.0,9482.0,9823.0,10097.0,10205.0,9793.0,10120.0,10602.0,9946.0,9455.0,9716.0,9933.0,7974.0,7119.0,6555.0,6539.0,6508.0,6274.0,5733.0
