AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3158.0,3177.0,3293.0,2927.0,3374.0,3453.0,3924.0,3406.0,3406.0,3450.0,3730.0
Current_Liabilities,1364.0,1362.0,1416.0,1426.0,1644.0,1672.0,3380.0,2889.0,2504.0,2300.0,2299.0
Diluted_EPS,-1.657,-2.857,-2.486,-8.3,-13.8,50.31,-0.818,-0.315,-0.48,-2.103,-0.19899999999999998
Goodwill_Intangibles,771.0,810.0,841.0,875.0,1000.0,1353.0,0.0,403.0,504.0,926.0,2824.0
Inventory,676.0,717.0,811.0,862.0,1004.0,972.0,1126.0,1081.0,1050.0,1025.0,1097.0
LT_Debt,2602.0,2601.0,2602.0,2148.0,2149.0,2151.0,59.0,7366.0,7606.0,7605.0,7626.0
Revenue,832.0,842.0,807.0,821.0,1215.0,1246.0,1314.0,1309.0,1346.0,1429.0,1444.0
Shares_Diluted,70.0,70.0,70.0,70.0,70.0,104.4126,1004.0,1004.0,1003.0,1000.0,998.0
Total_Assets,5295.0,5434.0,5664.0,5409.0,6165.0,7293.0,6324.0,6381.0,6519.0,6601.0,8838.0
Total_Liabilities,4508.0,4527.0,4577.0,4142.0,4346.0,4413.0,11586.0,10807.0,10664.0,10306.0,10391.0
