AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,96.6,101.5,101.4,104.1,93.5,87.5,86.3,94.7,73.3,74.4,72.5,73.5,57.4,57.7,58.4,56.6,49.7,30.2,31.3,22.5
Current_Liabilities,50.5,55.5,58.2,62.0,53.5,51.1,53.2,63.5,45.0,46.8,48.1,52.2,38.7,40.8,44.5,42.7,38.3,42.4,38.6,30.6
Diluted_EPS,-0.012,-0.003,-0.001,-0.049,-0.019,-0.026,0.017,0.063,0.039,0.049,0.063,0.067,0.058,0.062,0.038,0.005,0.046,0.068,0.02,-0.019
Goodwill_Intangibles,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.3,13.3,13.4,13.5,13.5,13.6,13.7,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,8.9
Revenue,23.0,25.6,24.8,23.5,23.9,23.1,21.5,20.2,19.7,19.2,19.1,19.0,18.4,18.2,17.2,16.8,17.0,17.7,15.7,15.6
Shares_Diluted,32.122,32.018,31.933,31.859,31.647,31.43,32.762,32.45,32.618,32.732,32.508,32.019,31.987,31.88,31.88300000000001,31.725,30.229,29.42,29.954,27.558000000000003
Total_Assets,117.2,122.7,122.6,126.0,116.4,110.3,109.1,114.6,93.2,94.0,92.2,93.7,78.0,78.8,79.5,73.8,67.8,48.2,49.4,39.6
Total_Liabilities,55.4,61.3,64.8,69.2,60.2,57.7,60.1,68.5,50.6,53.2,54.4,59.1,46.5,49.9,53.6,49.4,46.3,49.5,53.2,48.3
