AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020
Current_Assets,15.7,21.9,,
Current_Liabilities,37.6,35.6,,
Diluted_EPS,0.179,0.122,0.329,0.077
Goodwill_Intangibles,2.2,2.4,,
Inventory,5.4,5.3,,
LT_Debt,8.7,7.5,0.0,0.0
Revenue,36.1,18.8,29.8,10.9
Shares_Diluted,,,,
Total_Assets,65.5,61.1,,
Total_Liabilities,47.6,44.1,,
