AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,68.8,83.9,90.1,99.0,123.3,140.2,117.6,140.3,131.3,111.6,121.7,112.3,111.7,119.1,134.7
Current_Liabilities,45.5,48.6,53.7,56.3,56.7,50.1,46.2,49.5,38.6,41.2,47.2,45.0,46.4,44.1,49.2
Diluted_EPS,-0.157,-0.087,-0.104,-0.303,-0.364,-0.253,-0.244,-0.155,-0.194,-0.065,-0.032,0.004,-0.081,-0.114,0.085
Goodwill_Intangibles,6.1,6.0,6.3,8.4,9.1,10.0,12.6,13.4,12.9,12.9,12.5,12.1,11.7,12.3,12.1
Inventory,28.3,30.1,31.5,34.2,29.9,24.9,23.5,22.6,20.9,21.0,22.2,22.7,21.2,22.5,23.8
LT_Debt,83.3,83.9,83.7,89.1,91.4,90.9,54.9,56.3,45.8,6.7,6.9,2.9,0.0,0.0,0.3
Revenue,49.6,57.3,63.1,60.4,51.7,57.9,46.1,55.5,38.8,55.5,60.8,54.4,52.5,68.1,82.0
Shares_Diluted,98.091,91.751,87.446,86.023,85.451,85.342,85.325,84.752,84.681,84.681,84.681,85.094,84.681,84.68,85.257
Total_Assets,188.1,194.0,205.2,219.4,249.1,269.4,250.9,274.9,261.3,240.9,241.3,216.3,210.4,224.9,232.9
Total_Liabilities,178.2,169.7,176.8,182.7,186.6,177.9,140.2,143.7,122.6,87.6,87.3,65.5,64.9,64.8,70.9
