AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,18661.3,20644.2,21704.3,24112.7,24783.6,28273.9,27035.9,24711.7,23955.8
Current_Liabilities,10741.1,11378.0,10752.4,11872.0,11812.1,10606.7,10596.7,11484.0,9959.4
Diluted_EPS,2.789,0.805,0.629,2.04,-2.223,5.558,2.803,5.256,5.391
Goodwill_Intangibles,1058.7,1053.9,1059.0,1108.2,1111.7,1156.1,1139.6,1207.0,4460.5
Inventory,202.8,194.0,189.1,218.0,250.4,243.9,242.3,248.0,265.9
LT_Debt,8346.1,9610.6,11679.2,12211.0,13047.6,16828.6,15679.3,15776.6,16773.7
Revenue,1050.5,979.3,1381.8,1461.0,1437.6,2682.7,1334.2,1464.6,1423.1
Shares_Diluted,47.8,47.7,47.7,47.3,48.8,50.45,53.2,54.2,55.0
Total_Assets,21112.9,22867.4,24234.9,26494.8,27157.8,30739.7,29433.1,30387.7,29763.0
Total_Liabilities,19790.3,21712.8,23147.2,24906.5,25660.9,28348.0,27193.6,28055.6,27471.8
