AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,241.7,367.4,403.3,410.5,509.2,588.1,561.6,647.4,763.5,934.0,876.4,891.4,779.4,887.9,705.0,762.6,812.0,998.6,752.0
Current_Liabilities,425.8,531.4,522.1,493.9,579.3,631.0,608.3,712.7,766.9,939.0,881.4,886.9,729.2,821.5,688.8,749.7,794.1,957.2,771.2
Diluted_EPS,-0.95,-1.816,-1.855,-3.037,-1.167,0.797,2.341,-0.116,0.481,0.485,-0.566,-2.531,-7.528,2.729,-0.589,-1.4169999999999998,-1.491,1.621,1.548
Goodwill_Intangibles,194.9,196.3,197.5,199.4,238.6,240.7,242.7,245.3,246.0,244.9,244.0,243.7,244.4,360.3,356.1,363.7,367.2,370.9,376.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.3,4.9,9.1,12.9,25.4,27.4,29.2,30.7,33.7,31.7
LT_Debt,225.3,224.9,224.5,224.2,223.8,223.4,223.0,222.7,442.5,230.2,226.8,223.9,222.2,220.7,211.4,208.1,204.8,214.2,210.8
Revenue,121.6,148.2,144.4,153.2,153.3,223.2,214.2,266.0,263.8,343.1,304.0,395.6,374.2,612.3,495.6,532.6,578.4,799.9,592.9
Shares_Diluted,30.6761,30.4526,30.3077,30.0392,29.8629,36.8721,33.3645,29.2738,30.2656,28.8103,28.7515,28.4933,28.3652,28.2308,28.3486,28.3981,28.5048,28.5181,28.81900000000001
Total_Assets,650.6,793.1,889.0,916.5,1069.2,1157.9,1087.9,1108.5,1402.0,1411.5,1349.8,1369.3,1282.6,1586.7,1370.7,1439.2,1506.0,1642.1,1403.9
Total_Liabilities,675.4,784.6,792.1,794.5,884.4,948.0,938.6,1053.0,1336.3,1303.8,1251.2,1251.5,1091.4,1192.8,1070.3,1133.9,1164.9,1260.9,1073.3
