AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018
Current_Assets,749.9,741.3,782.4,697.2,639.2,645.7,710.6,699.0,606.5,525.6,571.9,491.9,500.5,499.5,534.7,487.9
Current_Liabilities,577.8,560.6,594.2,533.6,483.0,501.6,558.4,568.3,493.2,421.8,470.1,407.5,390.3,392.6,410.6,349.4
Diluted_EPS,0.619,2.006,0.98,0.629,0.728,0.925,0.897,0.654,0.413,0.8440000000000001,0.643,0.674,0.46,1.265,0.478,0.622
Goodwill_Intangibles,44.5,44.9,45.3,52.9,53.5,54.1,54.7,55.4,56.1,56.8,57.4,58.7,59.3,60.1,60.6,61.3
Inventory,461.0,470.3,500.8,389.7,336.6,339.2,373.2,309.5,268.8,323.0,388.1,331.3,326.7,334.9,380.1,321.0
LT_Debt,108.2,120.1,110.6,110.1,101.3,106.2,108.1,112.6,117.0,113.9,98.1,63.7,69.5,69.8,79.9,87.7
Revenue,1030.8,2013.9,975.4,909.6,895.3,937.6,877.4,810.6,799.9,906.7,811.9,801.3,788.6,1634.1,779.6,777.9
Shares_Diluted,30.629,30.6085,30.5875,30.424,30.446,30.404,30.408,30.232,30.275,30.258000000000006,30.2645,30.204,30.205,30.2035,30.189,30.145
Total_Assets,1791.8,1773.3,1789.3,1705.8,1632.0,1630.8,1678.0,1656.8,1574.5,1498.3,1524.1,1296.4,1261.9,1258.2,1277.2,1216.4
Total_Liabilities,823.6,819.4,847.2,790.4,733.2,756.6,811.8,825.1,755.8,680.4,707.3,499.1,483.3,485.1,511.8,458.4
