AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,83.6,116.1,62.5,69.7,86.0,85.3,83.4,54.9,37.0,47.4,44.5,46.6,57.7,66.5,70.8,52.1,59.2
Current_Liabilities,6.5,6.0,4.6,5.2,7.2,4.7,4.4,4.6,4.7,6.7,7.1,7.0,9.1,8.9,8.8,9.1,8.3
Diluted_EPS,-0.116,1.54,-0.16,-0.038,0.047,-0.12,0.182,0.171,-0.139,0.01,-0.344,-0.182,-0.144,-0.156,-0.348,-0.158,-0.19
Goodwill_Intangibles,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,17.4,17.4,17.4,17.4,17.4,17.4,17.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.3,10.3,10.3,10.4,9.6,9.5,9.4,9.3,1.4,1.3,0.2,1.9,2.1,2.7,1.2,1.2,1.0
Revenue,3.9,2.3,0.2,0.1,0.1,0.1,0.2,0.0,,0.2,0.6,0.4,1.3,0.4,0.9,0.5,0.3
Shares_Diluted,52.3451,54.4552,51.7728,52.0135,56.9602,50.0917,48.3625,46.4944,45.3508,25.5,33.9019,44.2428,45.9166,29.7438,32.0012,31.0094,29.7438
Total_Assets,169.6,211.6,129.9,139.8,144.2,131.9,138.9,100.7,85.0,93.7,96.2,101.3,113.7,121.6,126.7,114.2,120.2
Total_Liabilities,33.3,35.1,37.5,41.4,44.0,34.3,35.3,31.7,23.8,27.4,30.6,32.1,36.5,38.0,38.6,40.8,42.7
