AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3.4,4.0,3.5,3.1,4.1,3.9,3.5,2.8,3.3,4.3,3.2,2.7,0.7,0.7,0.5,0.6,0.7
Current_Liabilities,10.2,9.9,8.9,8.4,8.4,7.0,7.9,7.4,6.0,5.4,4.3,3.9,2.7,2.3,2.0,1.9,1.9
Diluted_EPS,-0.005,-0.01,-0.028,-0.029,-0.073,-0.076,-0.064,-0.116,-0.296,-0.94,-0.69,-1.37,-0.6609999999999999,-0.479,-0.55,-1.051,-1.551
Goodwill_Intangibles,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.5,3.5,3.6,3.6,3.7,1.0,1.0,1.0,1.0,1.0
Inventory,1.4,2.0,1.7,1.4,1.6,1.4,1.3,1.2,1.7,1.7,1.3,0.8,0.5,0.4,0.2,0.2,0.2
LT_Debt,14.3,14.0,14.2,13.6,13.3,13.6,11.3,10.6,10.6,10.2,9.3,8.7,2.4,2.5,2.3,2.3,2.2
Revenue,9.9,20.9,10.4,11.5,11.7,18.8,7.3,7.3,7.5,8.7,6.7,2.3,1.1,2.5,1.3,1.3,1.2
Shares_Diluted,330.951,330.951,38.2172,35.1552,30.4405,30.4405,18.1255,16.8714,6.8714,1.1428,1.1417,1.1417,0.9545,0.9545,0.5517,0.4747,0.1979
Total_Assets,7.6,8.3,7.8,7.6,9.0,9.0,8.7,8.2,9.0,10.0,9.1,8.8,1.8,1.8,1.6,1.7,1.8
Total_Liabilities,24.9,24.3,23.4,22.4,22.4,21.3,19.9,18.7,17.4,16.5,14.5,13.4,5.1,4.7,4.3,4.3,4.1
