AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,78.3,80.3,97.0,88.4,59.9,12.5,17.8,12.1,9.6,7.5,8.2,9.5,5.6,6.5,6.2
Current_Liabilities,26.7,27.8,12.5,11.1,4.3,8.9,4.5,2.8,4.2,4.2,3.9,4.5,5.1,5.4,5.4
Diluted_EPS,-0.095,-0.176,-0.093,-0.241,-0.128,-0.083,0.649,-0.377,-0.956,-0.138,-1.5619999999999998,-1.412,-0.644,-0.7,-0.737
Goodwill_Intangibles,92.9,95.2,67.2,50.1,49.9,50.3,41.2,3.1,2.6,4.3,3.5,3.6,3.7,3.3,3.3
Inventory,9.8,8.3,3.5,3.2,2.6,2.0,2.4,1.8,1.7,3.1,1.7,1.3,1.3,1.6,1.9
LT_Debt,59.4,55.7,6.7,7.5,1.7,2.0,3.0,3.4,2.4,2.3,2.4,2.0,1.7,1.7,1.4
Revenue,12.3,7.1,4.6,4.2,4.5,5.2,3.7,2.8,3.7,5.7,2.6,3.5,3.8,6.0,4.1
Shares_Diluted,84.6268,80.056,71.1577,34.8881,31.0456,5.7597,7.8056,2.1032,1.9868,1.1396,0.8009,0.7302,0.6970000000000001,0.5636,0.5589
Total_Assets,281.9,282.7,219.1,191.2,142.8,91.9,82.0,27.4,22.3,20.1,18.6,19.7,16.2,15.3,14.8
Total_Liabilities,124.1,120.9,43.2,23.6,12.6,18.8,8.4,7.3,7.8,7.8,7.7,8.0,8.4,7.7,7.5
