AAII_QTR_DATA,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,09/30/2016
Current_Assets,53.1,28.9,53.7,99.5,106.7,115.1,114.5,142.5
Current_Liabilities,13.1,16.6,13.3,22.7,19.1,23.5,23.3,36.9
Diluted_EPS,13.107,-14.162,-31.658,-7.572,-9.359,-0.908,-55.125,0.185
Goodwill_Intangibles,0.0,,0.0,0.6,0.6,0.9,0.9,2.3
Inventory,24.2,13.4,18.7,26.9,28.1,28.6,31.2,37.4
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,22.0,26.0,20.9,52.1,71.1,49.3,29.6,36.8
Shares_Diluted,2.0526,1.9978,1.6044,1.391,1.2864,0.9399,0.9366,0.9677
Total_Assets,53.1,28.9,53.7,112.9,120.9,136.4,136.4,201.9
Total_Liabilities,13.1,16.6,13.3,22.7,19.1,23.5,23.3,37.1
