AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,72.5,81.8,98.3,115.8,135.0,106.4,111.6,121.1,113.0,118.6,126.4,142.2,152.3,158.3,70.5,78.3,84.7,87.7
Current_Liabilities,31.3,29.9,9.0,9.6,9.9,7.0,7.3,8.6,9.8,6.5,6.8,8.8,8.2,8.0,8.3,8.8,7.9,6.2
Diluted_EPS,-0.424,-0.562,-0.709,-0.6,-0.694,-0.099,-0.677,-0.621,-0.691,-0.938,-0.879,-0.6829999999999999,-0.515,-0.4639999999999999,-0.635,-0.6509999999999999,-0.5710000000000001,-1.652
Goodwill_Intangibles,169.7,159.5,154.9,151.2,144.4,141.1,127.0,122.1,118.1,117.3,115.8,111.5,108.3,107.9,107.7,107.7,107.7,107.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.6,0.4,0.3,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,1.3,1.5,3.7
Shares_Diluted,18.9306,18.953,18.6195,18.3526,18.3132,17.8764,17.7394,17.5998,17.4925,17.3504,17.2075,17.1829,17.0931,16.6342,14.7634,14.685,14.6148,14.5771
Total_Assets,257.6,255.9,264.4,278.0,288.1,256.7,248.1,253.1,241.1,246.6,254.4,267.4,275.8,282.9,195.9,196.8,203.7,207.3
Total_Liabilities,98.6,89.8,89.8,91.7,92.4,43.4,38.9,40.5,21.9,19.3,19.9,22.3,20.6,20.4,21.4,16.0,15.5,13.9
