AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,210.9,207.1,214.7,515.8,221.8,280.3,238.1,499.6,557.1,221.2,668.5,199.3
Current_Liabilities,467.0,278.5,320.3,628.8,296.8,262.7,288.1,406.7,425.1,408.0,425.5,487.0
Diluted_EPS,2.045,1.914,0.667,0.748,-0.162,-0.203,0.595,-0.461,0.183,0.901,0.8909999999999999,1.026
Goodwill_Intangibles,,,,,,19.5,24.0,20.3,20.7,21.1,21.5,22.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1706.7,1642.9,1562.3,1706.2,1728.3,1888.6,1880.1,1819.6,1825.9,1764.7,1847.6,1777.4
Revenue,85.7,80.8,64.3,79.1,75.7,69.1,53.3,81.4,80.7,83.4,106.8,106.7
Shares_Diluted,17.479,17.518,18.06,17.706,17.47,17.433,17.678,17.33,17.926,18.1635,19.297,19.492
Total_Assets,2955.3,2676.6,2612.6,3069.2,2745.9,2878.5,2901.8,2950.7,2984.9,2917.9,3012.6,2999.2
Total_Liabilities,2199.1,1950.4,1910.4,2370.2,2058.5,2188.3,2208.5,2264.7,2292.7,2213.6,2311.5,2302.7
