AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,118.3,130.2,114.7,115.7,109.7,159.9,63.7,,,,,
Current_Liabilities,18.3,25.9,17.5,17.7,16.9,27.6,43.3,,,,,
Diluted_EPS,-0.06,0.083,0.062,0.619,-0.487,0.228,,,,0.089,,
Goodwill_Intangibles,45.3,46.0,47.2,48.4,49.7,52.4,54.0,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,42.0,2.5,0.0,0.0,0.0,0.0,0.0
Revenue,32.7,51.8,37.6,42.5,34.2,55.0,39.5,39.9,31.0,47.1,29.0,21.1
Shares_Diluted,87.5513,91.8297,92.1224,93.4026,85.744,85.744,,,,,,
Total_Assets,178.8,190.6,175.6,175.8,168.8,213.5,118.1,,,,,
Total_Liabilities,27.3,35.2,30.4,39.4,94.8,100.2,49.2,,,,,
