AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,458.6,453.8,517.4,501.6,527.2,552.4,532.3,571.8,555.0,559.2,528.8,538.8,549.1,573.8,505.6,496.5,534.8
Current_Liabilities,485.2,445.4,489.0,437.1,385.8,401.7,385.8,404.8,404.5,417.1,388.3,378.6,380.6,392.6,405.1,344.4,349.5
Diluted_EPS,0.102,-5.684,-4.992,-3.308,-0.829,-1.049,-1.432,-0.573,-0.932,-1.298,-0.525,-2.132,0.088,-3.653,-3.111,0.988,0.18
Goodwill_Intangibles,171.7,182.5,212.6,196.8,178.1,196.9,188.1,209.7,201.6,213.9,214.1,279.9,300.3,337.7,347.5,366.2,342.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,577.5,583.1,600.5,599.3,598.2,598.6,580.7,594.6,581.7,586.1,595.8,633.5,596.2,609.7,532.9,408.4,414.3
Revenue,346.8,720.4,356.6,327.2,368.6,382.7,370.6,369.6,352.7,314.5,375.4,417.2,412.3,877.8,436.7,421.8,432.6
Shares_Diluted,14.6009,14.6009,14.1378,14.0097,14.0805,14.0603,14.0909,14.0045,14.0404,14.1275,14.1591,13.9033,14.35,14.4885,14.7798,14.7258,14.9246
Total_Assets,992.5,1031.0,1157.6,1107.8,1111.7,1159.3,1091.3,1176.1,1141.8,1161.9,1150.5,1304.6,1296.4,1393.2,1335.5,1213.4,1210.1
Total_Liabilities,1156.5,1161.9,1236.4,1120.7,1080.5,1116.2,1030.5,1056.4,1055.8,1072.6,1051.4,1097.6,1065.6,1108.8,1065.5,881.8,902.6
