AAII_QTR_DATA,12/31/2020,09/26/2020,06/27/2020,03/28/2020,12/31/2019,09/28/2019,06/29/2019,03/30/2019,12/31/2018,09/29/2018
Current_Assets,925.2,871.7,1166.4,1167.3,1273.9,1366.7,1393.8,1002.4,1007.4,1039.9
Current_Liabilities,482.9,470.2,466.3,639.0,707.4,676.9,657.0,656.8,649.3,643.3
Diluted_EPS,0.564,0.285,-0.592,-0.125,-3.417,-0.745,1.469,0.458,-0.6409999999999999,0.7659999999999999
Goodwill_Intangibles,775.7,759.0,743.1,723.9,753.2,741.4,763.1,1055.2,769.6,1090.4
Inventory,199.3,222.2,232.0,214.5,208.1,212.9,233.3,314.6,220.5,318.4
LT_Debt,397.3,397.1,694.3,694.0,693.7,693.3,708.0,711.7,718.3,787.5
Revenue,396.1,356.9,308.1,289.5,364.3,383.5,385.4,373.4,411.8,406.7
Shares_Diluted,42.941,42.45,42.397,42.57,42.606,42.434,42.617,42.577,42.28100000000001,42.69600000000001
Total_Assets,2098.5,2022.3,2293.9,2284.4,2437.4,2516.4,2574.2,2607.8,2551.8,2623.3
Total_Liabilities,1037.1,1019.9,1321.2,1494.0,1575.0,1548.9,1545.4,1654.6,1599.0,1638.2
