AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,138.4,114.0,130.9,142.8,198.7,390.7,412.3,504.5,443.1,329.0,202.3,187.0
Current_Liabilities,50.4,53.0,52.4,48.7,39.0,54.0,34.5,34.5,33.2,33.9,24.6,21.4
Diluted_EPS,-0.109,0.126,-0.047,-0.387,0.548,-0.474,-0.888,0.293,3.093,0.654,0.127,0.138
Goodwill_Intangibles,246.0,247.8,237.9,239.6,195.6,196.7,172.0,174.2,171.8,168.8,148.8,149.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,26.6,27.0,27.3,27.7,28.1,28.5,21.0,21.3,21.6,21.8,22.1,17.1
Revenue,22.8,22.6,21.4,20.9,16.3,15.1,14.5,14.2,13.2,11.2,11.6,11.5
Shares_Diluted,30.5241,29.775,29.6984,29.6984,29.7651,29.6584,29.5761,29.4928,27.2999,27.2662,27.2311,24.6724
Total_Assets,706.4,683.7,674.7,673.9,670.6,807.1,781.4,817.2,750.1,640.7,479.9,468.9
Total_Liabilities,178.5,180.2,174.7,172.4,157.7,310.7,277.8,287.2,284.8,259.1,96.1,88.5
