AAII_QTR_DATA,12/31/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,64.4,59.6,76.8,54.7,54.3,73.9,98.3,104.5,65.5,48.7,65.7,77.0,35.4,31.2,,33.7,,
Current_Liabilities,26.6,24.9,30.9,42.4,37.3,41.4,60.7,61.5,34.1,32.0,33.2,32.8,43.4,42.1,,28.5,,
Diluted_EPS,,-0.409,-0.264,-0.579,-1.034,-0.409,-0.246,0.2,-0.257,-0.519,-0.46,-0.285,-0.256,-0.375,-0.324,-0.206,-0.465,-0.398
Goodwill_Intangibles,8.0,8.2,8.8,9.9,12.3,13.1,13.6,13.4,16.3,16.4,15.2,16.0,14.8,13.3,,10.3,,
Inventory,2.0,2.3,2.2,4.2,5.3,10.0,10.0,12.3,7.3,8.0,6.1,2.0,1.9,2.0,,1.6,,
LT_Debt,57.3,40.3,39.2,16.6,16.9,17.7,18.5,19.5,18.4,19.4,20.5,22.2,19.2,16.0,0.0,17.2,0.0,0.0
Revenue,51.1,12.1,11.0,46.2,32.5,9.9,10.6,75.7,36.1,9.6,12.7,17.2,13.8,13.3,13.0,11.8,35.8,20.3
Shares_Diluted,,27.2316,26.8408,22.8724,22.5458,21.9895,22.1789,18.0547,21.8613,19.8613,19.8613,19.8616,19.8612,19.8612,,19.8612,,
Total_Assets,,97.1,116.4,98.3,103.6,130.1,156.6,161.7,121.1,102.3,118.1,132.8,87.6,89.4,,89.9,,
Total_Liabilities,92.0,74.4,81.3,69.1,63.5,68.8,88.8,90.9,62.0,61.0,63.3,65.1,73.2,70.0,,57.9,,
