AAII_QTR_DATA,11/27/2022,08/28/2022,05/29/2022,02/27/2022,11/28/2021,08/29/2021,05/30/2021,02/28/2021
Current_Assets,127.1,116.6,123.7,132.0,154.5,142.4,148.3,162.9
Current_Liabilities,195.7,179.0,176.8,90.1,122.3,103.7,101.9,125.3
Diluted_EPS,-0.42,-0.384,-1.828,-0.436,-1.304,-0.322,-0.098,-0.188
Goodwill_Intangibles,22.6,23.9,24.0,58.5,72.5,105.0,105.5,106.0
Inventory,77.5,64.3,66.8,73.7,79.4,69.4,69.7,76.8
LT_Debt,0.0,0.0,0.0,79.6,124.2,123.8,168.2,145.1
Revenue,38.8,43.4,47.6,53.1,43.5,41.6,44.9,44.7
Shares_Diluted,29.634,29.577,29.487,29.482,29.471,29.424,29.33,29.323
Total_Assets,279.1,269.1,277.8,325.6,422.1,445.6,502.9,509.8
Total_Liabilities,204.9,188.7,187.1,181.5,265.9,251.8,300.1,305.2
