AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,30.6,30.1,30.4,31.6,32.5,35.4,20.7,20.7,20.5,20.6,27.2,35.9,30.1,0.1,0.4
Current_Liabilities,37.5,33.0,31.3,32.3,31.3,31.3,42.8,49.6,50.6,40.9,36.1,35.9,49.0,6.6,3.6
Diluted_EPS,-0.08,-0.361,-0.166,-0.095,-0.323,-0.249,-0.134,-0.073,-0.33,-0.695,-0.16699999999999998,-0.215,-0.862,-0.099,-0.027000000000000003
Goodwill_Intangibles,351.7,355.3,374.8,378.5,382.1,385.7,391.4,395.1,398.8,402.4,456.6,460.1,463.9,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,24.9,24.6,24.3,24.0,26.7,26.8,3.5,3.7,0.6,0.8,1.0,1.1,0.2,0.0,0.0
Revenue,15.9,16.6,16.3,14.3,13.3,13.1,12.6,11.2,11.3,11.5,8.8,8.2,8.0,,
Shares_Diluted,58.033,57.58,57.536,57.497,55.828,53.897,53.842,53.481,52.575,52.5188,52.148,49.1595,48.462,15.3636,15.3318
Total_Assets,393.2,394.9,415.0,421.0,425.9,432.4,425.3,428.7,431.4,434.4,495.3,504.3,500.7,217.7,564.2
Total_Liabilities,127.9,128.0,130.2,130.6,131.0,125.7,111.2,117.8,114.1,108.8,135.9,135.1,149.6,9.8,22.9
