AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,459.5,319.4,311.8,231.1,245.4,202.0,193.7,219.0,245.4,251.5,348.9,495.2,421.2,261.5,228.5,264.4,225.6,177.8
Current_Liabilities,170.2,175.2,191.3,183.8,157.1,164.5,241.3,308.7,197.1,156.0,185.8,244.9,279.7,295.4,269.5,257.2,197.8,179.2
Diluted_EPS,4.245,1.98,0.835,-0.411,-1.174,-1.536,-3.825,-0.633,-2.172,-1.317,2.89,3.147,1.85,-0.59,-0.426,0.37,0.3429999999999999,-0.521
Goodwill_Intangibles,3.5,3.6,3.7,3.8,3.9,4.0,4.2,4.3,4.4,4.5,4.7,4.8,5.0,18.0,18.6,19.1,19.7,20.4
Inventory,60.8,66.2,84.7,62.7,49.0,49.8,49.6,40.4,34.6,33.4,30.9,50.4,49.8,50.5,63.4,50.5,,
LT_Debt,472.6,487.8,538.3,525.8,572.2,556.9,435.5,370.6,513.7,573.4,661.6,829.7,905.5,903.7,894.5,939.2,983.6,984.1
Revenue,367.3,279.4,242.4,174.0,160.3,115.9,123.4,142.7,127.8,170.2,246.5,341.9,326.8,182.3,207.0,238.2,260.5,175.9
Shares_Diluted,34.4937,34.3748,34.2017,33.9115,33.8989,33.8983,33.7634,33.7437,33.7383,33.7381,33.9787,33.9463,34.0919,33.6238,33.6238,33.6095,33.5699,33.5698
Total_Assets,1783.7,1632.6,1626.4,1582.8,1618.7,1649.7,1654.2,1787.7,1840.2,1912.0,2072.0,2224.9,2229.5,2170.1,2153.9,2202.8,2161.1,2129.2
Total_Liabilities,713.6,709.9,772.8,757.9,780.3,771.9,724.8,729.8,761.3,760.2,876.2,1127.7,1239.6,1243.9,1208.0,1242.7,1214.2,1194.0
