AAII_QTR_DATA,11/28/2020,08/29/2020,05/30/2020,02/29/2020,11/30/2019,08/31/2019,06/01/2019,03/02/2019,12/01/2018,09/01/2018
Current_Assets,837.9,757.5,917.1,636.3,666.8,653.6,661.3,619.0,601.0,556.0
Current_Liabilities,507.5,477.5,513.3,506.1,481.4,484.9,446.1,418.9,425.3,391.4
Diluted_EPS,0.866,1.238,-2.954,0.637,1.323,0.814,0.773,0.663,0.6609999999999999,0.598
Goodwill_Intangibles,567.2,570.6,551.2,733.5,516.3,421.4,423.0,424.7,425.9,427.1
Inventory,191.0,186.5,197.3,200.5,184.4,181.2,184.2,191.9,178.5,163.8
LT_Debt,274.9,274.9,539.9,275.0,275.0,275.0,281.9,281.9,281.9,281.9
Revenue,626.3,626.8,475.8,665.7,674.2,670.9,671.0,619.0,652.6,624.6
Shares_Diluted,59.2674,58.9643,58.7718,59.2181,59.402,59.2317,59.5309,59.1273,59.4422,59.8691
Total_Assets,2028.5,1917.1,2053.9,1985.8,1878.0,1784.8,1569.3,1529.2,1509.7,1463.7
Total_Liabilities,1230.2,1170.7,1410.9,1149.0,1033.4,1039.6,850.1,814.4,824.5,790.7
