AAII_QTR_DATA,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,2.5,2.4,4.4,7.6,7.4,16.9,12.1,0.9
Current_Liabilities,9.6,17.1,9.5,12.3,6.8,4.5,2.6,2.7
Diluted_EPS,-0.037,-0.098,-0.095,-0.11,-0.125,-0.092,-0.609,-0.024
Goodwill_Intangibles,2.8,2.8,2.8,2.8,3.0,3.0,,
Inventory,0.1,0.4,1.3,1.4,1.3,0.2,,
LT_Debt,2.1,1.5,2.1,1.4,2.1,2.6,1.6,1.8
Revenue,2.0,2.6,2.9,2.1,1.0,0.1,0.0,0.0
Shares_Diluted,132.8743,83.0105,71.9895,70.2626,67.9427,57.8276,35.6948,47.0018
Total_Assets,8.4,8.8,11.6,14.2,13.8,21.5,12.4,1.0
Total_Liabilities,15.1,22.1,18.4,20.8,13.7,13.0,9.1,4.5
