AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
Current_Assets,360.6,368.6,306.3,397.0,343.7,347.7,278.4,289.1,235.0,,283.2,
Current_Liabilities,164.7,176.7,155.8,155.2,139.0,154.4,134.1,130.2,114.7,,136.9,
Diluted_EPS,0.226,0.389,0.193,0.339,0.209,0.398,0.108,0.267,0.094,,0.115,
Goodwill_Intangibles,205.2,208.2,211.8,159.9,159.0,160.3,159.5,158.0,160.6,,163.6,
Inventory,39.6,26.0,25.5,22.3,30.1,20.6,27.3,25.7,26.6,,23.6,
LT_Debt,17.3,21.4,18.5,20.0,20.5,24.5,23.7,0.0,0.0,0.0,0.0,0.0
Revenue,280.1,320.9,255.1,288.7,233.7,286.2,217.4,267.7,209.2,97.9,241.2,112.5
Shares_Diluted,153.175,153.05,153.7,153.95,153.95,154.325,154.375,154.525,153.925,,154.4,
Total_Assets,680.8,691.3,624.7,649.8,590.5,604.7,535.1,512.7,466.7,,517.6,
Total_Liabilities,226.2,243.8,214.2,207.0,187.3,202.4,182.7,157.4,138.6,,164.3,
