AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,130.6,120.0,139.0,153.0,152.7,122.3,53.9,32.7,33.2,31.2,50.9,45.6,58.8,57.8
Current_Liabilities,123.6,101.7,101.7,76.2,90.0,76.7,96.2,79.7,53.1,67.1,60.5,39.8,41.8,33.8
Diluted_EPS,0.228,0.343,-0.226,0.256,0.193,0.315,-0.418,-0.487,0.021,-0.439,-0.345,-0.306,-0.418,-0.4
Goodwill_Intangibles,13.2,10.6,9.1,7.9,7.7,8.6,9.4,10.3,11.3,12.9,12.9,14.1,14.4,15.3
Inventory,18.5,17.6,17.1,16.3,16.2,15.3,12.2,8.7,6.9,4.1,3.5,2.5,2.3,1.7
LT_Debt,56.2,49.4,50.6,34.8,26.0,21.1,25.1,21.2,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,243.2,245.3,205.7,193.7,196.2,171.0,100.6,79.8,64.7,49.5,36.4,26.2,15.3,8.7
Shares_Diluted,47.2848,47.4938,45.8345,47.7775,49.0281,44.2047,41.0264,40.7321,40.6676,40.5489,40.4509,40.4509,40.4509,40.4509
Total_Assets,461.8,431.9,415.5,394.1,383.9,354.5,306.7,302.6,271.0,284.8,299.9,287.3,298.7,307.4
Total_Liabilities,180.0,151.3,152.4,111.1,116.2,97.9,121.4,101.1,53.3,67.4,60.8,39.9,41.9,34.0
