AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.9,1.0,,,1.0,,
Current_Liabilities,300.0,300.0,300.0,0.0,0.0,0.7,0.7,,,0.6,,
Diluted_EPS,0.0,0.0,0.0,0.0,0.0,-0.025,-0.021,-0.066,-0.562,-0.684,-0.316,-0.899
Goodwill_Intangibles,300.5,300.5,300.0,,,0.1,0.1,,,0.1,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,49.5167,49.5042,9.5042,29.5042,6.8184,5.744,5.6863,3.862,0.775,0.7768,,0.7138
Total_Assets,300.5,300.5,300.5,0.0,0.0,1.0,1.1,,,1.1,,
Total_Liabilities,300.0,300.0,300.1,0.0,0.0,0.7,0.7,,,0.6,,
