AAII_QTR_DATA,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,51.1,105.0,111.4,115.9,118.7,,167.8,
Current_Liabilities,113.0,148.2,140.6,142.2,129.8,,83.9,
Diluted_EPS,-0.562,-0.554,-0.543,-0.764,-2.551,-0.949,-0.647,-0.306
Goodwill_Intangibles,3.1,3.3,3.4,2.3,2.2,,1.3,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,17.8,16.6,13.9,0.0,0.0,0.0,39.9,0.0
Revenue,20.8,9.1,10.5,8.9,65.0,12.1,17.0,20.0
Shares_Diluted,33.8938,34.4704,34.3155,31.8765,30.8276,,30.8256,
Total_Assets,90.0,142.4,153.0,156.4,138.1,,180.5,
Total_Liabilities,145.4,181.7,171.5,160.0,131.1,,125.4,
