AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019
Current_Assets,215.6,228.1,267.8,255.1,245.7,247.1,250.0,243.8,232.9,248.1,189.8,176.1,180.5,,,,
Current_Liabilities,95.5,101.7,123.5,128.8,115.1,89.2,93.7,97.0,84.9,77.9,94.4,79.3,77.8,,,,
Diluted_EPS,-0.124,-0.594,0.26,0.034,-0.19,0.238,0.258,0.104,0.031,0.253,0.338,-0.213,0.02,0.344,0.355,0.143,0.192
Goodwill_Intangibles,40.2,41.4,91.7,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,76.4,,,,
Inventory,76.8,73.1,92.7,90.6,79.3,48.2,66.6,65.1,48.0,38.6,50.5,48.2,49.0,,,,
LT_Debt,161.3,138.3,150.0,152.4,154.8,157.3,162.1,164.7,167.4,170.0,172.3,178.3,176.0,0.0,0.0,0.0,0.0
Revenue,213.5,238.0,313.2,278.1,216.6,237.0,246.8,234.7,173.2,206.8,236.4,221.6,197.5,231.7,283.6,204.6,163.5
Shares_Diluted,70.6888,70.6649,70.7799,70.6934,70.6315,71.1425,71.2444,71.2075,70.6056,74.1509,69.3509,69.3509,69.3509,,,,
Total_Assets,897.0,879.5,954.4,900.8,881.0,873.5,821.4,808.9,792.0,777.3,697.7,663.8,680.0,,,,
Total_Liabilities,402.9,377.4,410.8,376.0,359.7,339.3,317.7,323.9,314.9,303.8,319.1,308.9,307.0,,,,
