AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
Current_Assets,800.1,949.8,786.7,647.1,846.2,1239.6,,,
Current_Liabilities,571.4,675.5,695.1,499.2,608.8,578.7,,,
Diluted_EPS,-0.139,-1.019,0.314,-1.86,0.355,1.373,0.097,1.762,0.466
Goodwill_Intangibles,591.6,601.1,605.9,612.7,621.4,590.7,,,
Inventory,396.7,477.8,470.5,332.6,333.9,334.4,,,
LT_Debt,1253.6,1256.3,1020.8,1023.2,1246.8,1249.3,0.0,0.0,0.0
Revenue,527.9,607.3,283.1,350.2,668.9,654.4,308.9,1525.3,596.4
Shares_Diluted,53.8755,53.4377,53.4043,52.5334,50.1841,50.1841,,,
Total_Assets,1721.7,1878.4,1690.9,1551.0,1698.2,2026.2,,,
Total_Liabilities,1767.6,1918.6,1680.9,1561.8,2099.7,1999.5,,,
