AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2.2,1.6,2.7,1.8,1.3,1.7,1.6,1.6
Current_Liabilities,7.2,4.6,4.0,3.0,2.3,2.3,1.2,0.7
Diluted_EPS,-0.274,-0.224,-0.066,-0.093,-0.087,-0.071,-0.084,-0.056
Goodwill_Intangibles,0.8,0.7,0.7,0.8,0.8,0.9,1.0,0.3
Inventory,0.8,0.6,1.0,0.7,0.7,0.9,1.0,0.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.1,4.3,3.9,3.1,2.7,2.7,2.2,2.5
Shares_Diluted,12.3487,10.6978,10.7097,10.135,9.3765,9.3613,9.125,8.8872
Total_Assets,3.0,2.3,3.4,2.5,2.2,2.6,2.6,1.9
Total_Liabilities,7.4,5.7,4.4,3.0,3.7,2.2,1.7,0.6
