AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Current_Assets,465.0,231.8,,
Current_Liabilities,510.1,379.6,,
Diluted_EPS,-0.796,-0.314,-0.598,-0.284
Goodwill_Intangibles,5.2,4.2,,
Inventory,18.6,26.0,,
LT_Debt,62.3,0.0,0.0,0.0
Revenue,504.1,186.0,393.9,153.8
Shares_Diluted,337.3954,337.3954,,
Total_Assets,602.5,470.6,,
Total_Liabilities,627.6,445.0,,
