AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,1805.8,2084.8,2193.1,2137.7,2398.5,2753.3,2985.1,3057.0,3211.5,2194.3,1485.9,1451.1,0.3,,,,
Current_Liabilities,1231.9,1246.5,1285.2,920.6,912.9,929.4,939.9,647.0,638.4,554.4,512.8,270.0,1.5,,,,
Diluted_EPS,-0.873,-0.54,-1.005,-0.497,-1.138,-0.802,-1.35,-0.761,-0.871,-0.625,-1.112,-1.797,-0.3720000000000001,-0.028,-0.301,-0.152,-0.16
Goodwill_Intangibles,1640.9,1663.3,1682.7,1704.5,1138.7,1150.7,1143.0,1172.1,1144.6,1125.5,1035.6,1022.7,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1251.8,1251.1,1250.4,1249.8,1249.1,1248.5,1247.8,1247.1,1247.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,769.7,855.1,501.9,466.2,417.2,473.3,212.8,297.6,312.3,322.2,132.8,70.9,88.5,130.9,67.0,57.4,68.1
Shares_Diluted,455.081,449.218,448.331,437.033,411.066,406.986,403.844,401.447,397.621,388.576,355.9,291.992,184.863,,,,
Total_Assets,3739.3,4040.2,4192.1,4153.8,3746.3,4069.1,4259.1,4358.9,4483.2,3439.3,2566.7,2516.1,405.3,,,,
Total_Liabilities,2721.5,2717.5,2756.9,2389.9,2360.7,2390.5,2432.9,2153.5,2161.9,808.0,571.9,324.8,15.5,,,,
