AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,437.4,434.4,413.3,395.5,372.0,165.5,147.4,,,,,
Current_Liabilities,66.3,68.8,65.6,65.1,63.7,70.3,69.2,,,,,
Diluted_EPS,0.128,0.158,0.137,0.113,0.147,0.182,0.116,0.116,0.135,0.103,0.078,0.1159999999999999
Goodwill_Intangibles,2.2,,,,,,,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,15.3,13.6,14.6,15.3,18.1,0.0,208.7,0.0,0.0,0.0,0.0,0.0
Revenue,131.2,128.3,120.5,113.1,114.9,110.5,97.7,89.1,85.7,75.1,74.1,76.3
Shares_Diluted,144.9173,144.9355,145.5962,145.8797,145.7628,123.5,142.859,,,,,
Total_Assets,503.1,497.0,469.2,450.4,431.6,231.8,210.8,,,,,
Total_Liabilities,86.1,90.9,86.3,86.3,87.5,285.4,282.5,,,,,
