AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,99.4,102.9,100.5,87.0,84.8,80.9,81.4,76.6,79.0,76.6,80.6,81.6,104.1,108.3,108.8,113.0,116.2,130.2
Current_Liabilities,21.7,22.6,23.5,21.4,20.2,15.1,15.6,10.6,8.4,7.5,9.8,9.7,24.6,30.6,32.5,38.4,39.2,47.6
Diluted_EPS,-0.196,0.297,0.729,0.21,0.069,0.046,0.026,-0.017,0.051,-0.144,-0.005,-0.826,-0.135,0.0559999999999999,0.143,-0.396,-0.1669999999999999,-0.608
Goodwill_Intangibles,11.9,11.9,12.0,12.0,12.0,12.0,12.1,12.1,7.2,7.2,7.3,7.4,7.4,7.5,7.6,7.6,7.7,7.8
Inventory,28.2,25.5,27.5,24.4,24.1,22.1,20.5,16.4,16.6,17.3,19.4,17.3,15.6,17.5,18.9,19.3,23.8,17.8
LT_Debt,0.1,0.2,0.2,4.3,4.4,4.5,4.5,4.6,4.7,4.8,4.9,5.0,5.1,5.2,5.3,5.4,7.9,5.5
Revenue,21.6,32.3,20.0,54.0,26.5,24.3,23.1,19.8,18.0,15.1,15.2,14.5,20.7,20.2,21.0,20.6,23.2,23.1
Shares_Diluted,14.008,14.076,14.026,14.123,14.485,14.484,14.373,14.151,14.117,14.051,14.155,14.15,14.29,14.267,14.316,14.228,14.22,14.731
Total_Assets,129.5,133.5,130.7,122.2,120.4,116.9,115.6,107.9,104.5,102.1,104.1,99.6,122.3,126.5,127.4,131.6,140.9,149.4
Total_Liabilities,33.3,35.2,36.1,37.0,36.1,31.3,32.0,24.5,21.5,20.6,21.8,17.4,33.3,39.0,40.9,46.9,50.6,56.3
