AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,86.7,101.8,139.5,179.1,202.6,143.9,167.6,195.9,125.8,150.5,166.7,98.9,115.4,116.9,128.0,89.5,63.1
Current_Liabilities,28.9,32.8,24.2,30.7,58.1,59.5,50.4,43.5,27.7,31.2,25.9,24.9,22.3,25.4,18.6,29.7,29.9
Diluted_EPS,-0.372,-0.253,-0.439,-0.267,-0.269,-0.405,-0.314,-0.164,-0.326,-0.33799999999999997,-0.373,-0.40700000000000003,-0.35700000000000004,-0.409,-0.46399999999999997,-0.526,-0.55
Goodwill_Intangibles,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8
Inventory,22.1,22.0,22.8,25.0,23.2,22.0,23.7,22.8,21.3,20.5,19.8,18.1,16.7,15.6,15.3,15.3,15.6
LT_Debt,259.5,256.2,251.3,232.5,220.1,167.0,157.3,167.2,176.8,177.8,174.8,171.5,168.5,142.1,140.1,132.3,130.3
Revenue,8.8,9.8,10.2,9.5,9.1,9.6,8.8,16.1,8.9,8.7,7.9,7.8,8.2,8.3,6.7,6.2,7.9
Shares_Diluted,104.5918,102.555,102.1271,101.5677,101.3907,101.0134,101.016,83.9492,80.486,80.2727,73.7688,66.2915,66.0783,64.9605,56.6194,52.059,45.7965
Total_Assets,174.6,194.0,208.8,249.6,276.5,219.8,245.7,271.9,200.7,226.7,248.0,177.0,193.4,177.8,190.8,154.5,130.9
Total_Liabilities,325.7,338.1,334.4,334.9,337.7,255.4,238.1,238.2,230.9,235.2,229.9,223.9,214.6,176.1,166.1,169.3,167.0
