AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3969.0,3266.0,4346.0,3892.0,3969.0,3522.0,3081.0,3136.0,3115.0,4270.0,3156.0,3398.0,3684.0,3834.0,4459.0,4501.0
Current_Liabilities,2355.0,2303.0,3064.0,2749.0,2527.0,1690.0,1623.0,1426.0,1564.0,1947.0,2510.0,2344.0,2332.0,2271.0,2203.0,1958.0
Diluted_EPS,2.145,1.343,0.855,0.371,-0.237,0.819,-0.318,-0.797,-1.0490000000000002,-8.003,-0.733,-0.701,-0.02,0.09300000000000001,-0.055,-0.18
Goodwill_Intangibles,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
Inventory,317.0,243.0,223.0,262.0,241.0,219.0,378.0,422.0,360.0,230.0,261.0,289.0,278.0,274.0,245.0,263.0
LT_Debt,8522.0,8129.0,8141.0,8198.0,7922.0,8488.0,8506.0,8504.0,8434.0,8424.0,7380.0,6768.0,6757.0,6800.0,6605.0,6609.0
Revenue,2955.0,2313.0,2237.0,1759.0,1579.0,1898.0,1321.0,1159.0,833.0,1354.0,1683.0,1580.0,1660.0,1572.0,1650.0,1793.0
Shares_Diluted,310.9,310.4,309.9,309.9,307.5,307.8,305.1,305.0,305.0,304.0,302.7,302.5,302.2,299.7,291.6,294.3
Total_Assets,21180.0,19798.0,20515.0,19490.0,19166.0,18951.0,18821.0,18969.0,19546.0,20717.0,21782.0,21631.0,21695.0,21716.0,21433.0,21467.0
Total_Liabilities,14044.0,13490.0,14215.0,13881.0,13678.0,13335.0,13455.0,13053.0,13151.0,13517.0,13050.0,12723.0,12401.0,12374.0,11804.0,11817.0
