AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,463.2,389.2,370.0,324.8,311.7,290.4,302.5,285.5,302.8,310.3,335.7,350.2,307.7,321.3,328.6,287.3,264.4,260.5,276.7
Current_Liabilities,269.7,203.8,186.4,144.4,132.9,113.7,121.2,105.3,121.0,126.8,152.9,170.5,133.0,149.5,157.9,129.8,110.3,106.8,117.8
Diluted_EPS,0.697,0.096,0.72,0.761,-0.103,-0.242,0.27,-0.174,-0.019,-0.031,0.255,0.298,0.635,0.238,0.556,0.439,0.0819999999999999,-0.233,0.134
Goodwill_Intangibles,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5
Inventory,58.7,55.0,50.4,48.7,43.7,36.2,29.8,28.4,30.0,29.0,29.0,31.7,31.1,32.4,29.2,29.5,24.7,25.0,103.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.8,0.8,0.8,0.8,1.2
Revenue,171.4,126.9,162.7,135.5,127.9,106.6,129.5,115.8,118.7,106.6,114.7,118.1,151.6,134.2,148.5,135.6,123.7,109.4,134.9
Shares_Diluted,12.149,12.077,12.141,11.901,11.801,11.765,12.056,11.72,11.707,11.674,11.714,11.698,11.681,11.665,11.769,11.603,11.632,11.550999999999998,11.519
Total_Assets,587.1,513.7,493.4,451.8,439.7,423.8,436.2,422.0,440.7,448.3,472.3,487.2,446.6,466.5,467.4,437.1,413.6,410.0,430.0
Total_Liabilities,281.3,215.2,196.2,155.9,146.8,128.2,135.0,119.0,134.4,140.5,165.7,183.6,146.5,164.8,168.3,141.4,121.3,117.7,128.3
