AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,45.8,37.6,8.2,7.3,8.7,9.4,10.3,20.2,20.6,11.5,9.5
Current_Liabilities,32.4,26.4,31.8,38.2,34.3,27.6,13.8,8.6,9.2,6.9,7.7
Diluted_EPS,-0.051,0.113,-0.088,-0.181,-0.115,-0.141,-0.079,-0.096,-0.125,-0.077,-0.161
Goodwill_Intangibles,13.7,13.9,14.2,29.0,40.9,43.0,51.5,64.9,61.7,53.6,55.6
Inventory,2.4,1.6,4.9,4.8,5.0,5.2,4.7,3.8,4.5,1.0,3.6
LT_Debt,3.5,6.6,1.9,1.9,2.2,6.6,15.0,15.9,13.0,18.3,13.8
Revenue,5.1,4.5,3.1,6.8,4.0,4.5,5.5,4.5,2.0,6.7,3.3
Shares_Diluted,237.7523,209.0274,206.8286,196.5619,150.9061,115.4279,110.7972,105.3604,93.71,77.3619,72.2134
Total_Assets,107.2,100.3,77.4,100.9,115.0,119.2,129.8,144.2,145.1,120.1,114.6
Total_Liabilities,48.4,45.6,46.9,53.2,50.2,49.1,44.5,47.0,39.4,26.2,22.7
