AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,09/30/2019
Current_Assets,14.9,20.3,23.2,28.2,31.9,35.4,19.7,22.1,25.3,1.8,2.2,,
Current_Liabilities,3.6,4.9,3.7,3.6,2.4,2.7,1.9,2.2,2.8,3.8,2.9,,
Diluted_EPS,-0.221,-0.212,-0.25,-0.269,-0.168,-0.203,-0.254,-0.264,-0.178,-0.072,-0.05,-0.025,-0.133
Goodwill_Intangibles,2.4,2.4,2.4,2.4,2.4,2.3,2.4,2.4,1.5,1.5,1.5,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.0,0.0
Revenue,0.3,0.1,0.3,0.5,0.4,0.2,0.2,0.5,0.4,1.2,1.9,1.8,3.8
Shares_Diluted,21.0336,21.0184,21.0016,20.9439,20.9112,20.0313,19.1152,19.005,17.4911,18.7069,18.7069,,
Total_Assets,21.8,27.4,30.5,35.3,39.2,42.8,27.2,29.9,32.4,9.2,9.8,,
Total_Liabilities,5.5,6.9,5.9,5.9,4.9,5.3,4.8,5.2,5.9,7.3,6.5,,
