AAII_QTR_DATA,04/01/2023,12/31/2022,10/01/2022,07/02/2022,04/02/2022,01/01/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,06/29/2019,03/30/2019,12/29/2018,09/29/2018
Current_Assets,913.3,901.8,911.5,916.1,962.2,987.2,1859.9,786.1,1926.4,1851.3,1752.6,1675.7,1834.4,1607.7,1667.9,1802.9,1836.5,1817.7,1729.9
Current_Liabilities,309.3,282.7,306.2,330.4,313.5,343.0,112.3,95.5,871.0,822.0,830.8,578.4,580.3,560.5,589.2,645.3,676.5,683.5,661.7
Diluted_EPS,1.493,1.05,1.308,1.095,0.888,-0.182,-0.073,0.947,1.6,1.226,1.593,0.69,1.123,0.91,1.192,1.5519999999999998,1.993,1.284,1.171
Goodwill_Intangibles,3322.7,3337.9,3357.7,3377.4,3413.6,3411.6,428.7,431.7,2024.2,2048.5,2043.8,2041.2,2046.8,2068.5,2073.9,2101.4,2113.5,2134.7,2177.5
Inventory,587.2,577.6,557.8,542.1,516.1,510.2,370.7,369.9,722.2,690.3,677.2,679.7,655.3,678.4,725.7,765.3,803.8,767.2,791.0
LT_Debt,1393.5,1462.5,1520.6,1563.8,1686.8,1726.7,7.1,10.2,786.9,840.4,840.2,1125.1,1364.3,1136.9,1200.3,1222.7,1213.2,1306.6,1278.3
Revenue,394.4,351.6,369.2,354.1,358.8,267.0,160.9,156.2,814.1,780.5,758.2,634.1,734.2,738.2,772.3,873.7,853.8,881.7,925.4
Shares_Diluted,29.1289,29.1203,29.0938,28.945,28.9707,28.6185,25.5004,25.3921,41.0,41.1,40.8,40.7,40.8,40.3297,41.7,42.9,43.1,43.3,43.8
Total_Assets,4690.4,4692.9,4727.1,4758.0,4845.4,4875.1,2567.8,1490.6,4627.2,4589.0,4479.4,4408.1,4585.9,4430.7,4478.3,4660.3,4705.9,4623.8,4601.3
Total_Liabilities,2154.5,2212.0,2286.9,2360.4,2473.6,2540.1,230.7,216.2,2043.1,2044.6,2057.5,2089.0,2315.3,2079.6,2177.0,2259.3,2291.0,2313.3,2268.8
